programming:VariableDeclaration;NOUN_PHRASES_AMOUNT;FLESCH_KINCAID_GRADE;VIDEOID;VIDEO_AVERAGE_COLORFULNESS;VIDEO_AVERAGE_BRIGHTNESS;VIDEO_SIZE;PHRASES_AMOUNT;VIDEO_DIFFICULT_WORDS;programming:Array;VIDEO_AVERAGE_LIGHT_EXPOSURE;SPEECH_DISPLAY_WORDS_RATIO;FLESCH_READING_EASE;VIDEO_WORDS_COUNT;VIDEO_ASPECT_RATIO;VIDEO_DOMINANT_COLOR;programming:Interface;AUTOMATED_READABILITY_INDEX;WORD_AMOUNT;FLESCH_KINCAID_VIDEO_GRADE;UNCOMMON WORDS RATIO;programming:Inheritance;VIDEO_DURATION;programming:Encapsulation;programming:WhileLoop;UNCOMMON WORDS AMOUNT;programming:If;WORDS_PER_MINUTE_WHOLE_VIDEO;VIDEO_AVERAGE_HUE;EASY_VIDEO_READ;programming:ForLoop;programming:Object;VIDEO_PHRASES_COUNT;WORDS_PER_MINUTE;VIDEO_NOUN_PHRASES;programming:ExceptionHandling;programming:Polymorphism;WORDS_PER_MINUTE_WHOLE;AUTOMATED_VIDEO_READABILITY_INDEX;DIFFICULT_WORDS_AMOUNT;VIDEO_AVERAGE_SATURATION;programming:Class;score
0.0;38.0;8.6;5680;39.235;1.0;1500.0;21.0;7.0;0.0;212.168;0.092;68.5;38.0;1.778;205.556;0.0;8.7;412.0;10.7;0.296;0.0;2.283;0.0;1.0;122.0;0.0;16.6;100.209;52.19;1.0;0.0;2.0;183.71;11.0;0.0;0.0;181.726;10.0;48.0;40.853;0.0;easy
1.0;42.0;7.9;5704;32.741;0.997;1500.0;46.0;55.0;0.0;213.362;0.213;70.23;176.0;1.778;1677.722;0.0;9.5;825.0;3.6;0.309;0.0;4.917;0.0;0.0;255.0;0.0;35.778;34.768;81.49;0.0;0.0;26.0;170.765;55.0;0.0;0.0;167.711;12.3;62.0;23.456;0.0;easy
1.0;99.0;8.0;3854;42.323;1.0;1404.0;84.0;33.0;0.0;189.362;0.081;69.92;123.0;1.6;1658.009;0.0;8.5;1527.0;9.3;0.29;0.0;8.467;0.0;0.0;443.0;0.0;14.524;36.68;50.53;0.0;1.0;10.0;188.258;43.0;0.0;0.0;180.315;13.5;122.0;33.703;0.0;easy
0.0;12.0;9.4;3161;0.452;1.0;1500.0;11.0;8.0;0.0;238.404;0.099;55.64;17.0;1.778;1677.722;0.0;9.5;172.0;12.3;0.308;0.0;1.433;0.0;0.0;53.0;1.0;11.832;0.492;37.3;0.0;0.0;1.0;130.25;5.0;0.0;0.0;118.316;15.9;34.0;0.137;0.0;easy
0.0;37.0;4.2;5727;17.511;0.997;1500.0;49.0;15.0;0.0;199.247;0.17;90.7;120.0;1.778;1664.563;0.0;3.4;707.0;2.4;0.269;0.0;5.033;0.0;0.0;190.0;0.0;23.836;35.173;90.05;1.0;0.0;18.0;167.388;63.0;0.0;0.0;141.027;9.6;43.0;8.305;0.0;easy
1.0;115.0;5.6;3857;41.736;1.0;1404.0;115.0;37.0;0.0;197.683;0.093;81.73;160.0;1.6;1658.009;0.0;6.8;1713.0;4.6;0.273;0.0;9.25;0.0;0.0;467.0;0.0;17.297;30.516;78.85;0.0;0.0;17.0;195.667;57.0;0.0;0.0;185.291;10.9;113.0;26.257;0.0;easy
0.0;91.0;5.2;4714;24.9;0.999;1500.0;120.0;59.0;1.0;177.109;0.162;82.75;270.0;1.778;1664.563;0.0;5.3;1663.0;6.0;0.27;0.0;10.95;0.0;0.0;449.0;0.0;24.647;46.347;69.79;0.0;0.0;27.0;163.416;80.0;0.0;0.0;151.442;9.8;131.0;64.612;0.0;easy
0.0;102.0;5.2;4718;32.407;1.0;1500.0;80.0;50.0;0.0;167.459;0.227;82.54;256.0;1.778;1664.563;0.0;6.1;1127.0;5.3;0.318;1.0;8.733;0.0;0.0;358.0;0.0;29.31;52.849;77.13;0.0;0.0;23.0;141.62;69.0;0.0;0.0;129.374;10.8;109.0;78.827;1.0;intermediate
0.0;82.0;10.0;5309;17.924;0.999;1500.0;76.0;22.0;0.0;247.463;0.057;64.85;101.0;1.778;1677.722;0.0;10.3;1761.0;4.9;0.307;0.0;14.133;0.0;0.0;541.0;1.0;7.141;12.414;78.14;0.0;0.0;10.0;124.443;32.0;0.0;0.0;125.081;8.6;108.0;5.575;0.0;easy
1.0;77.0;6.6;4720;27.058;0.998;1500.0;72.0;82.0;0.0;173.875;0.282;78.99;356.0;1.778;1664.563;0.0;7.9;1264.0;10.2;0.255;0.0;9.117;0.0;0.0;322.0;0.0;39.038;47.905;53.41;0.0;1.0;20.0;143.861;136.0;0.0;0.0;137.4;15.0;111.0;68.978;0.0;intermediate
0.0;68.0;6.7;4721;27.85;0.998;1500.0;67.0;56.0;0.0;187.915;0.225;73.47;222.0;1.778;1664.563;0.0;7.4;987.0;8.8;0.266;1.0;7.117;0.0;0.0;263.0;0.0;31.128;39.986;62.58;0.0;0.0;13.0;153.142;64.0;0.0;0.0;138.253;13.0;110.0;57.369;1.0;intermediate
0.0;136.0;6.3;4287;36.442;1.0;1500.0;126.0;29.0;0.0;172.846;0.068;79.9;143.0;1.778;1677.722;0.0;6.8;2109.0;11.2;0.281;0.0;11.367;0.0;0.0;593.0;1.0;12.577;14.73;40.04;0.0;0.0;10.0;186.217;47.0;0.0;0.0;184.867;16.9;179.0;26.276;0.0;difficult
0.0;109.0;6.8;3380;7.065;1.0;1500.0;94.0;38.0;0.0;238.391;0.101;73.17;142.0;1.778;1677.722;0.0;6.2;1412.0;4.8;0.309;0.0;9.9;0.0;0.0;437.0;1.0;14.342;11.638;83.76;0.0;0.0;11.0;168.256;49.0;0.0;0.0;141.602;10.6;118.0;3.2;0.0;easy
1.0;168.0;6.8;4717;24.398;0.999;1500.0;105.0;30.0;0.0;176.344;0.076;78.38;146.0;1.778;1664.563;0.0;8.2;1916.0;4.5;0.288;0.0;13.467;0.0;0.0;551.0;0.0;10.838;46.862;84.47;0.0;0.0;12.0;151.013;39.0;0.0;0.0;141.334;8.7;160.0;66.27;0.0;easy
0.0;105.0;9.4;1171;12.271;1.0;1500.0;58.0;23.0;0.0;248.477;0.087;66.37;110.0;1.778;1677.722;0.0;9.8;1258.0;6.3;0.302;0.0;7.233;0.0;0.0;380.0;0.0;15.202;10.338;74.39;0.0;0.0;8.0;174.601;29.0;0.0;1.0;173.861;6.8;141.0;3.598;0.0;difficult
1.0;115.0;7.7;1174;13.558;1.0;1500.0;54.0;15.0;0.0;251.078;0.085;76.25;93.0;1.778;1677.722;0.0;7.3;1094.0;4.3;0.285;0.0;6.483;0.0;0.0;312.0;0.0;14.344;13.886;85.08;0.0;0.0;8.0;170.051;31.0;0.0;1.0;167.815;6.1;91.0;4.055;1.0;intermediate
0.0;178.0;6.6;1175;11.357;1.0;1500.0;100.0;33.0;0.0;249.138;0.138;79.09;241.0;1.778;1677.722;0.0;7.2;1749.0;9.1;0.266;0.0;10.0;0.0;0.0;465.0;0.0;24.08;16.753;72.39;0.0;0.0;10.0;171.351;43.0;0.0;0.0;170.061;13.9;143.0;4.595;1.0;difficult
0.0;81.0;17.0;1189;10.011;1.0;1500.0;29.0;32.0;0.0;245.304;0.086;41.16;95.0;1.778;1677.722;0.0;19.6;1108.0;24.2;0.245;0.0;7.083;1.0;0.0;271.0;0.0;13.381;8.871;6.34;0.0;0.0;2.0;157.99;23.0;0.0;0.0;155.786;30.0;153.0;3.696;0.0;intermediate
1.0;54.0;5.0;5489;24.96;1.0;1500.0;61.0;15.0;0.0;217.541;0.096;83.15;79.0;1.778;1592.165;0.0;4.7;821.0;3.2;0.291;0.0;5.333;0.0;0.0;239.0;0.0;14.776;104.973;87.92;0.0;1.0;9.0;154.127;32.0;0.0;0.0;152.997;8.1;71.0;26.052;0.0;easy
0.0;96.0;8.9;5319;14.117;0.998;1500.0;81.0;37.0;1.0;243.197;0.075;67.59;124.0;1.778;1677.722;0.0;9.2;1664.0;6.5;0.288;0.0;10.55;0.0;0.0;480.0;0.0;11.749;14.241;68.47;0.0;0.0;11.0;174.605;48.0;0.0;0.0;154.628;11.8;159.0;5.0;0.0;easy
0.0;97.0;9.6;3759;23.391;1.0;1500.0;75.0;27.0;0.0;243.704;0.087;60.45;125.0;1.778;1677.722;0.0;9.6;1439.0;8.9;0.321;0.0;9.467;0.0;0.0;462.0;0.0;13.181;7.386;51.44;0.0;0.0;11.0;152.452;51.0;0.0;0.0;151.64;15.9;118.0;6.948;1.0;intermediate
1.0;52.0;7.1;4275;22.089;1.0;1500.0;77.0;73.0;0.0;108.475;0.238;77.67;347.0;1.778;0.0;0.0;7.3;1457.0;8.3;0.224;0.0;7.633;0.0;0.0;326.0;0.0;45.448;15.927;58.38;0.0;0.0;27.0;191.737;104.0;0.0;0.0;190.042;14.4;100.0;21.923;0.0;difficult
1.0;182.0;8.5;5304;24.076;0.999;1500.0;187.0;87.0;0.0;245.396;0.113;63.39;345.0;1.778;1677.722;0.0;8.4;3041.0;7.5;0.264;0.0;19.467;0.0;0.0;802.0;0.0;17.708;12.151;65.93;0.0;0.0;25.0;160.354;131.0;0.0;0.0;157.219;13.3;335.0;8.276;0.0;easy
0.0;93.0;9.3;1211;12.951;1.0;1500.0;55.0;29.0;0.0;246.411;0.084;66.57;100.0;1.778;1677.722;0.0;10.5;1184.0;13.0;0.277;0.0;7.333;1.0;0.0;328.0;0.0;13.611;9.694;46.1;0.0;0.0;4.0;163.159;36.0;0.0;0.0;161.022;17.4;150.0;4.243;0.0;easy
0.0;148.0;9.2;1213;14.14;1.0;1500.0;119.0;23.0;0.0;250.144;0.049;66.78;123.0;1.778;1677.722;0.0;10.2;2532.0;12.9;0.261;0.0;14.133;0.0;0.0;661.0;0.0;8.693;16.22;57.13;0.0;0.0;4.0;178.757;35.0;1.0;0.0;177.387;19.0;229.0;4.307;0.0;intermediate
0.0;135.0;9.2;1214;15.45;1.0;1500.0;72.0;15.0;0.0;248.188;0.037;66.88;57.0;1.778;1677.722;1.0;10.0;1523.0;13.2;0.267;1.0;8.633;0.0;0.0;406.0;0.0;6.601;23.75;51.01;0.0;0.0;2.0;216.173;10.0;0.0;0.0;175.67;18.4;139.0;6.61;0.0;intermediate
0.0;83.0;8.8;1215;14.286;1.0;1500.0;63.0;8.0;0.0;247.043;0.037;67.79;48.0;1.778;1677.722;0.0;8.6;1282.0;10.3;0.308;0.0;7.85;0.0;0.0;395.0;0.0;6.109;17.289;64.04;0.0;0.0;2.0;165.423;20.0;0.0;1.0;163.679;13.1;122.0;5.271;0.0;intermediate
0.0;56.0;3.6;5312;11.139;0.998;1500.0;91.0;13.0;0.0;250.044;0.052;86.81;47.0;1.778;1677.722;0.0;2.4;905.0;8.2;0.373;0.0;8.867;0.0;0.0;338.0;1.0;5.293;4.726;64.0;1.0;0.0;3.0;102.1;16.0;0.0;0.0;103.392;12.6;42.0;1.911;0.0;intermediate
0.0;149.0;10.2;1217;14.693;1.0;1500.0;106.0;12.0;0.0;245.191;0.022;64.34;55.0;1.778;1677.722;1.0;11.5;2514.0;23.6;0.278;1.0;14.45;0.0;0.0;698.0;0.0;3.804;19.63;24.11;0.0;0.0;1.0;175.55;14.0;0.0;0.0;173.446;30.4;241.0;5.984;1.0;difficult
1.0;53.0;7.5;5314;23.499;0.994;1500.0;53.0;46.0;0.0;242.535;0.178;71.34;158.0;1.778;1677.722;0.0;7.7;890.0;7.3;0.261;0.0;5.983;0.0;0.0;232.0;0.0;26.372;21.382;66.54;0.0;0.0;12.0;147.572;51.0;0.0;0.0;147.551;10.9;99.0;10.315;1.0;easy
0.0;125.0;10.8;5316;18.73;0.999;1500.0;75.0;72.0;1.0;240.602;0.208;57.3;348.0;1.778;1677.722;0.0;10.7;1672.0;9.4;0.271;0.0;11.15;0.0;0.0;453.0;0.0;31.178;17.487;66.27;0.0;0.0;16.0;152.967;125.0;0.0;0.0;148.452;14.5;175.0;7.3;0.0;easy
0.0;8.0;6.3;3269;21.476;0.971;1500.0;7.0;12.0;0.0;218.9;0.6;69.07;45.0;1.778;1585.586;0.0;7.1;75.0;10.3;0.307;0.0;0.55;0.0;0.0;23.0;0.0;81.744;115.87;36.96;0.0;1.0;5.0;166.642;9.0;0.0;0.0;136.24;12.3;16.0;25.119;0.0;easy
0.0;37.0;10.0;3276;25.35;0.992;1500.0;16.0;44.0;0.0;220.119;0.428;53.92;118.0;1.778;1585.586;1.0;11.6;276.0;19.8;0.377;1.0;2.1;0.0;0.0;104.0;0.0;56.075;116.225;23.13;0.0;0.0;3.0;148.754;31.0;0.0;0.0;131.158;25.8;66.0;29.778;1.0;easy
0.0;147.0;7.5;3275;35.792;1.0;1500.0;84.0;131.0;0.0;223.195;0.37;66.03;425.0;1.778;1585.586;1.0;10.3;1148.0;12.8;0.37;1.0;9.233;0.0;0.0;425.0;0.0;45.977;119.601;41.4;0.0;0.0;20.0;134.686;134.0;0.0;0.0;123.325;22.0;168.0;30.912;1.0;easy
1.0;130.0;11.1;5326;18.822;0.999;1500.0;86.0;68.0;0.0;243.858;0.109;61.9;244.0;1.778;1677.722;0.0;11.6;2242.0;12.4;0.248;0.0;16.2;0.0;0.0;556.0;0.0;15.056;19.79;36.89;0.0;0.0;14.0;155.363;92.0;0.0;0.0;137.85;16.4;160.0;7.488;0.0;easy
1.0;139.0;11.1;5328;17.279;0.998;1500.0;101.0;35.0;0.0;245.318;0.036;62.01;95.0;1.778;1677.722;0.0;11.8;2625.0;8.6;0.201;0.0;16.7;0.0;0.0;527.0;0.0;5.684;14.991;57.67;0.0;0.0;7.0;159.825;38.0;0.0;0.0;157.422;15.0;195.0;5.881;0.0;easy
0.0;158.0;10.8;5332;18.994;0.999;1500.0;115.0;33.0;0.0;237.917;0.067;62.61;196.0;1.778;1677.722;0.0;11.9;2925.0;6.6;0.245;0.0;17.367;0.0;0.0;718.0;0.0;11.279;25.017;68.26;1.0;0.0;17.0;182.53;88.0;0.0;0.0;167.624;13.6;265.0;13.09;0.0;intermediate
1.0;102.0;8.9;5336;24.743;0.999;1500.0;95.0;60.0;0.0;243.237;0.112;73.0;249.0;1.778;1677.722;0.0;11.0;2233.0;14.2;0.253;0.0;15.567;0.0;0.0;566.0;0.0;15.985;19.777;48.37;0.0;1.0;8.0;160.535;77.0;0.0;0.0;142.58;27.9;134.0;12.218;0.0;intermediate
1.0;121.0;7.7;4313;30.747;1.0;1500.0;101.0;41.0;0.0;138.886;0.073;76.05;152.0;1.778;1677.722;0.0;8.4;2074.0;8.0;0.279;0.0;11.75;0.0;0.0;579.0;0.0;12.936;16.677;64.51;0.0;0.0;10.0;176.725;35.0;0.0;0.0;177.529;11.3;156.0;32.386;0.0;difficult
0.0;43.0;7.6;3291;22.416;1.0;1500.0;36.0;18.0;0.0;229.967;0.113;71.04;70.0;1.778;1585.586;0.0;9.1;617.0;11.3;0.285;0.0;4.017;0.0;0.0;176.0;1.0;17.358;102.569;45.25;0.0;0.0;4.0;161.563;17.0;1.0;0.0;152.994;22.2;85.0;19.941;0.0;easy
0.0;25.0;8.0;3292;20.778;1.0;1500.0;21.0;13.0;0.0;231.07;0.1;70.02;38.0;1.778;1585.586;0.0;8.5;380.0;8.2;0.229;0.0;2.367;0.0;0.0;87.0;1.0;16.006;105.166;58.58;0.0;0.0;3.0;168.189;11.0;1.0;0.0;158.371;17.5;47.0;19.582;0.0;easy
0.0;9.0;7.6;3293;38.33;1.0;1500.0;11.0;15.0;0.0;229.898;0.203;76.35;45.0;1.778;1585.586;0.0;9.1;222.0;5.3;0.239;0.0;1.217;0.0;0.0;53.0;0.0;36.65;105.683;76.93;0.0;0.0;4.0;207.71;19.0;1.0;0.0;180.806;15.4;19.0;28.654;0.0;easy
0.0;108.0;6.6;4318;22.166;1.0;1500.0;94.0;73.0;0.0;91.766;0.189;78.99;313.0;1.778;0.0;0.0;7.6;1654.0;12.1;0.273;0.0;9.683;0.0;0.0;452.0;0.0;32.311;29.396;43.12;1.0;0.0;16.0;169.872;105.0;0.0;0.0;170.022;15.6;141.0;53.584;0.0;difficult
0.0;61.0;7.8;4319;18.346;1.0;1500.0;63.0;40.0;0.0;113.788;0.141;70.53;156.0;1.778;0.0;0.0;8.2;1107.0;14.6;0.275;0.0;6.667;0.0;0.0;304.0;0.0;23.386;20.754;36.63;1.0;0.0;6.0;166.744;45.0;0.0;0.0;165.651;18.5;117.0;34.417;0.0;difficult
0.0;6.0;10.4;5840;27.035;0.923;1500.0;3.0;0.0;0.0;114.178;0.0;42.07;0.0;1.778;0.0;1.0;12.2;37.0;0.0;0.243;0.0;0.2;0.0;0.0;9.0;0.0;0.0;50.084;0.0;0.0;1.0;1.0;201.818;0.0;0.0;0.0;200.326;0.0;5.0;67.949;1.0;easy
0.0;35.0;6.4;5429;37.61;0.99;1500.0;35.0;25.0;0.0;138.145;1.016;74.19;499.0;1.778;1447.446;0.0;7.0;491.0;0.5;0.261;0.0;3.433;0.0;0.0;128.0;1.0;144.904;33.969;105.76;0.0;0.0;63.0;183.467;203.0;0.0;0.0;144.033;1.9;73.0;75.131;0.0;easy
0.0;70.0;9.6;4333;19.545;1.0;1500.0;45.0;24.0;0.0;191.023;0.075;65.86;75.0;1.778;1677.722;0.0;9.8;997.0;10.3;0.27;0.0;5.617;0.0;0.0;269.0;0.0;13.323;9.609;47.79;0.0;0.0;5.0;177.427;20.0;0.0;1.0;176.575;13.8;114.0;11.581;0.0;intermediate
0.0;81.0;7.7;4334;19.365;1.0;1500.0;57.0;35.0;0.0;187.299;0.152;76.15;177.0;1.778;1677.722;0.0;8.3;1163.0;12.0;0.273;0.0;6.15;0.0;0.0;317.0;1.0;28.74;9.809;54.26;0.0;0.0;7.0;189.153;55.0;0.0;1.0;189.327;17.2;119.0;13.478;0.0;difficult
0.0;156.0;7.9;4337;25.548;1.0;1500.0;91.0;37.0;0.0;182.297;0.053;75.74;100.0;1.778;1677.722;0.0;8.5;1890.0;22.8;0.255;0.0;9.883;0.0;0.0;482.0;0.0;10.114;11.175;20.73;0.0;0.0;2.0;192.385;21.0;0.0;1.0;190.958;31.1;166.0;17.079;0.0;difficult
1.0;76.0;8.0;4340;31.584;1.0;1500.0;58.0;96.0;0.0;162.788;0.293;75.34;360.0;1.778;1677.722;0.0;9.2;1227.0;10.5;0.246;0.0;7.033;0.0;0.0;302.0;0.0;51.17;15.549;41.97;0.0;0.0;29.0;173.781;141.0;0.0;0.0;173.695;18.6;109.0;25.953;1.0;difficult
0.0;52.0;7.4;3892;53.458;0.992;1404.0;40.0;37.0;0.0;199.104;0.353;71.55;234.0;1.6;1658.009;0.0;8.6;663.0;6.3;0.284;1.0;4.133;0.0;0.0;188.0;0.0;56.54;30.877;79.9;0.0;1.0;14.0;181.456;49.0;0.0;0.0;158.988;10.7;66.0;32.118;1.0;intermediate
0.0;152.0;7.7;3842;50.859;0.999;1404.0;126.0;73.0;0.0;187.515;0.109;70.84;237.0;1.6;1658.009;0.0;8.1;2180.0;10.6;0.287;0.0;11.767;0.0;0.0;626.0;0.0;20.13;34.568;46.98;0.0;1.0;15.0;176.319;76.0;0.0;0.0;30.662;16.6;180.0;39.787;1.0;easy
1.0;34.0;5.8;3335;9.356;1.0;1500.0;34.0;53.0;0.0;237.121;0.438;75.61;187.0;1.778;1677.722;0.0;4.6;427.0;4.6;0.326;0.0;2.75;0.0;0.0;139.0;0.0;67.778;9.749;73.44;0.0;1.0;29.0;161.946;63.0;0.0;0.0;154.404;6.2;44.0;5.194;0.0;easy
0.0;107.0;4.8;778;17.928;0.999;1500.0;112.0;94.0;0.0;229.395;0.393;83.66;571.0;1.778;1677.722;0.0;5.1;1452.0;13.1;0.324;1.0;13.217;0.0;0.0;471.0;0.0;43.189;15.456;40.69;0.0;0.0;26.0;127.969;216.0;0.0;0.0;109.069;19.6;156.0;13.546;0.0;intermediate
0.0;53.0;5.0;5387;36.375;0.998;1500.0;72.0;31.0;0.0;226.25;0.227;83.25;219.0;1.778;1677.722;0.0;5.1;966.0;4.6;0.325;0.0;8.033;0.0;0.0;314.0;0.0;27.259;35.333;73.54;0.0;1.0;35.0;133.247;96.0;0.0;0.0;119.988;14.9;83.0;26.785;0.0;easy
0.0;10.0;7.1;781;11.652;1.0;1500.0;17.0;32.0;0.0;237.201;0.654;66.94;142.0;1.778;1677.722;0.0;6.9;217.0;20.6;0.3;1.0;1.867;0.0;0.0;65.0;0.0;75.478;9.36;31.93;0.0;0.0;3.0;120.645;36.0;0.0;0.0;115.344;30.4;44.0;7.357;0.0;intermediate
0.0;8.0;11.5;782;11.246;1.0;1500.0;5.0;22.0;0.0;237.37;0.667;50.16;70.0;1.778;1677.722;1.0;12.9;105.0;12.3;0.4;1.0;1.2;0.0;0.0;42.0;0.0;57.732;8.559;31.89;0.0;1.0;5.0;99.502;31.0;0.0;0.0;85.773;14.8;33.0;6.855;1.0;easy
1.0;59.0;8.1;3856;35.083;0.997;1404.0;50.0;55.0;0.0;201.09;0.234;69.62;216.0;1.6;1658.009;0.0;8.6;924.0;10.1;0.268;0.0;5.517;0.0;0.0;248.0;0.0;39.122;30.812;48.4;0.0;0.0;15.0;175.701;75.0;0.0;0.0;167.175;14.1;93.0;21.279;0.0;easy
0.0;96.0;7.3;785;15.733;1.0;1500.0;83.0;103.0;0.0;217.768;0.809;66.54;889.0;1.778;1677.722;0.0;7.2;1099.0;4.9;0.293;1.0;10.65;0.0;0.0;322.0;0.0;83.379;20.68;83.36;0.0;0.0;67.0;114.28;405.0;0.0;0.0;102.7;15.1;176.0;15.027;0.0;intermediate
0.0;143.0;9.5;786;16.687;1.0;1500.0;102.0;151.0;0.0;221.842;0.654;60.65;1267.0;1.778;1677.722;0.0;9.8;1938.0;6.9;0.278;1.0;18.6;0.0;0.0;539.0;0.0;68.09;18.42;67.55;0.0;0.0;104.0;118.105;551.0;0.0;0.0;103.828;13.2;251.0;13.455;0.0;intermediate
0.0;108.0;8.2;788;15.032;1.0;1500.0;79.0;77.0;0.0;221.161;0.519;64.1;640.0;1.778;1677.722;0.0;8.0;1234.0;9.2;0.288;1.0;10.983;0.0;0.0;355.0;0.0;58.252;18.034;61.36;0.0;0.0;35.0;128.326;261.0;0.0;0.0;110.862;14.7;157.0;13.405;0.0;difficult
0.0;36.0;6.7;789;12.795;1.0;1500.0;36.0;42.0;0.0;239.223;0.336;73.47;178.0;1.778;1677.722;0.0;7.4;529.0;10.2;0.302;1.0;5.5;0.0;0.0;160.0;0.0;32.294;10.65;47.99;0.0;0.0;12.0;122.469;64.0;0.0;0.0;95.794;18.7;72.0;7.07;0.0;intermediate
